"waybill_code"|"create_time"|"id_status"|"courier_id"
JXFD12563437|"20230717180114"|2|C006
JXEC08236704|"20230727021725"|3|C003
JXPOP12740136|"20230721002542"|3|C003
JXPOP13165107|"20230727145452"|2|C005
JXPOP81118668|"20230729153224"|1|C003
JXFD81331596|"20230713211029"|4|C004
JXEC47168901|"20230715035921"|5|C001
JXEC51498148|"20230721204025"|4|C006
JXEC89098287|"20230719140321"|1|C007
JXEC46679773|"20230715201254"|1|C004
JXEC21214581|"20230720063208"|1|C005
JXPOP20375077|"20230714163400"|3|C005
JXEC05927920|"20230723003453"|1|C005
JXEC06532185|"20230726092333"|4|C002
JXFD25557490|"20230730120520"|3|C007
JXFD02599164|"20230704153230"|5|C009
JXEC52336175|"20230704131024"|1|C006
JXPOP88439397|"20230729210742"|4|C001
JXPOP97660169|"20230709024304"|5|C003
JXFD93992570|"20230731092508"|4|C007
JXEC67603061|"20230726070333"|5|C004
JXEC13279450|"20230705195132"|2|C004
JXEC30963261|"20230723013806"|3|C010
JXPOP30105642|"20230722092949"|3|C007
JXEC47353545|"20230705192054"|2|C003
JXEC16876868|"20230709033227"|1|C004
JXEC80257806|"20230723020046"|2|C006
JXPOP23513036|"20230729221948"|4|C009
JXPOP84055875|"20230724135812"|4|C006
JXFD87405736|"20230723125201"|3|C007
JXFD96476259|"20230701034842"|2|C009
JXEC40419052|"20230703114612"|3|C007
JXPOP16992768|"20230701132330"|3|C001
JXEC91765618|"20230721014032"|3|C008
JXEC43086749|"20230702142124"|4|C003
JXFD86180464|"20230717165857"|3|C009
JXFD61899017|"20230708081730"|2|C003
JXFD53814258|"20230714052134"|5|C004
JXFD40634829|"20230713195721"|2|C005
JXPOP08479045|"20230707033737"|1|C002
JXPOP83740658|"20230702031338"|3|C005
JXPOP56897727|"20230714073219"|2|C004
JXEC94689802|"20230707061027"|5|C006
JXFD29883183|"20230725184455"|3|C010
JXFD80718965|"20230731061556"|3|C004
JXEC65585532|"20230710122321"|3|C009
JXFD45846829|"20230713002711"|4|C008
JXFD14002629|"20230712132524"|1|C002
JXFD12949904|"20230702074539"|1|C009
JXPOP64852254|"20230721021352"|4|C003
JXEC56712177|"20230728103113"|4|C007
JXPOP31569411|"20230708201334"|2|C001
JXEC04739906|"20230708142155"|1|C004
JXEC95710092|"20230706090049"|5|C010
JXEC69848072|"20230730130059"|2|C006
JXEC11602598|"20230722114252"|5|C003
JXEC84681571|"20230702010021"|3|C005
JXEC00470266|"20230708075428"|1|C008
JXEC03558451|"20230701100045"|2|C004
JXPOP11584239|"20230725184738"|2|C007
JXFD66904399|"20230705104546"|4|C006
JXFD56345435|"20230729164521"|5|C002
JXFD82171914|"20230721000559"|5|C006
JXEC33854154|"20230731193221"|5|C005
JXFD14482684|"20230730215308"|5|C005
JXEC50286981|"20230701122612"|2|C004
JXFD48473386|"20230725011027"|4|C006
JXPOP46713113|"20230726060011"|2|C006
JXPOP55624062|"20230715025851"|4|C003
JXPOP42587527|"20230723191330"|2|C001
JXEC83318916|"20230730133759"|3|C005
JXEC06277687|"20230701035359"|1|C004
JXFD07439010|"20230726021755"|4|C005
JXPOP05167297|"20230723181847"|1|C001
JXFD35067927|"20230709094702"|4|C001
JXEC23944042|"20230718070057"|5|C004
JXPOP45087208|"20230724021539"|2|C004
JXFD96225106|"20230727225812"|1|C010
JXPOP57265798|"20230719054433"|1|C009
JXEC57125796|"20230726055421"|5|C007
JXEC59844782|"20230710212326"|4|C002
JXPOP92464226|"20230702061708"|2|C006
JXPOP39067734|"20230712085758"|5|C003
JXPOP14059747|"20230727185647"|3|C002
JXFD60407308|"20230721040538"|3|C006
JXEC29831602|"20230726031212"|3|C004
JXPOP79131655|"20230724202357"|5|C003
JXPOP46502888|"20230701195801"|5|C007
JXFD14812002|"20230722074407"|2|C002
JXFD21713768|"20230712092430"|1|C009
JXPOP58755700|"20230716181328"|4|C008
JXEC58888142|"20230709004408"|5|C010
JXEC57945555|"20230718054437"|3|C006
JXEC70564981|"20230705235241"|5|C003
JXFD62519737|"20230702001617"|4|C005
JXPOP65131188|"20230729044627"|3|C010
JXPOP28415102|"20230705060006"|1|C007
JXFD45278484|"20230706102459"|1|C003
JXEC86936253|"20230726110538"|1|C009
JXPOP54267704|"20230724061153"|4|C008
JXPOP54053195|"20230731000749"|1|C004
JXPOP30958573|"20230709005556"|5|C010
JXPOP79201843|"20230721101246"|1|C005
JXEC85039524|"20230701011317"|3|C010
JXFD01728820|"20230710123305"|2|C001
JXFD85533928|"20230717074953"|3|C002
JXPOP53016975|"20230719154505"|3|C007
JXEC84944309|"20230702021034"|5|C002
JXEC35616284|"20230712151432"|2|C007
JXEC16116345|"20230707081851"|3|C010
JXFD40238655|"20230727121426"|3|C008
JXFD72142904|"20230710043114"|1|C008
JXFD38066668|"20230710034107"|4|C010
JXPOP97172743|"20230708115739"|3|C008
JXPOP96598152|"20230707071725"|1|C009
JXPOP14725690|"20230724032604"|2|C003
JXPOP11618874|"20230716012720"|4|C006
JXFD47840319|"20230708051036"|5|C006
JXPOP34616189|"20230719001117"|2|C009
JXFD79438845|"20230730152301"|5|C003
JXFD68689824|"20230726165614"|1|C004
JXFD84816663|"20230721185749"|5|C010
JXFD76337393|"20230730004338"|4|C004
JXFD99065561|"20230704203025"|2|C002
JXFD79892843|"20230728020953"|4|C004
JXFD23525257|"20230722061435"|4|C002
JXEC78842073|"20230708173516"|1|C004
JXEC50576000|"20230728122511"|4|C010
JXPOP40918659|"20230709234053"|3|C006
JXFD96994915|"20230709195147"|5|C010
JXFD78525361|"20230721122413"|5|C003
JXFD69072611|"20230717005335"|1|C003
JXEC14839534|"20230702144648"|5|C008
JXPOP00122843|"20230701164732"|1|C001
JXPOP86641258|"20230716175321"|3|C008
JXEC13402618|"20230704025446"|4|C004
JXEC30908770|"20230718153612"|1|C001
JXPOP27700915|"20230705063827"|1|C007
JXEC78493731|"20230726210406"|5|C007
JXEC06350149|"20230703001626"|1|C010
JXFD12254033|"20230703153559"|1|C002
JXEC42046924|"20230707113041"|5|C001
JXPOP43376099|"20230716072541"|4|C002
JXEC89030055|"20230707033425"|2|C008
JXFD48445596|"20230720184824"|3|C010
JXFD64427413|"20230711061051"|4|C001
JXFD30227375|"20230711115437"|4|C008
JXEC43247290|"20230704203134"|3|C001
JXPOP98253608|"20230718211425"|3|C005
JXFD06058277|"20230730172829"|2|C003
JXFD43710231|"20230730120726"|5|C007
JXEC52997416|"20230718211850"|2|C003
JXEC36039159|"20230719001024"|1|C003
JXEC61501310|"20230709082630"|1|C004
JXPOP21822574|"20230713051009"|2|C002
JXEC81411996|"20230729184000"|1|C003
JXFD36857271|"20230706033624"|1|C009
JXPOP72322953|"20230706003758"|5|C009
JXPOP16655587|"20230702103712"|2|C010
JXPOP27443982|"20230712072221"|5|C002
JXEC45240484|"20230727015050"|4|C004
JXEC63380682|"20230724155956"|2|C005
JXFD90808315|"20230702173852"|5|C009
JXPOP61491467|"20230703170539"|5|C001
JXEC12006268|"20230726163957"|1|C003
JXEC14096352|"20230730225436"|4|C010
JXPOP22296361|"20230713230013"|4|C001
JXPOP36522838|"20230729051820"|3|C004
JXPOP98068632|"20230730220359"|1|C004
JXFD44464647|"20230708183228"|5|C008
JXEC85335880|"20230702231043"|2|C007
JXPOP19399552|"20230701225841"|2|C002
JXPOP01570876|"20230721160106"|4|C001
JXEC60822122|"20230704001201"|5|C008
JXPOP68717933|"20230716001113"|2|C007
JXEC42467296|"20230718055458"|2|C006
JXPOP23299418|"20230712183131"|5|C005
JXFD01669680|"20230706092649"|1|C005
JXEC05052349|"20230710172428"|4|C002
JXEC64156233|"20230726222212"|3|C006
JXEC60706876|"20230701115547"|1|C010
JXEC30679699|"20230705105924"|5|C003
JXFD83612292|"20230726195515"|4|C005
JXEC35863557|"20230705164657"|5|C003
JXFD67044678|"20230703233007"|5|C002
JXFD42627847|"20230706023028"|1|C003
JXFD88670274|"20230711082036"|3|C007
JXFD92325965|"20230708051125"|1|C008
JXFD75663646|"20230709105433"|4|C004
JXFD57394309|"20230705141033"|3|C006
JXEC94067367|"20230725092127"|4|C007
JXEC21590627|"20230710003232"|2|C005
JXFD69078089|"20230711092222"|2|C009
JXEC10389198|"20230725093814"|3|C008
JXFD11634197|"20230704185831"|1|C001
JXFD96846774|"20230718210249"|2|C010
JXPOP20696394|"20230726170715"|2|C005
JXFD16804312|"20230723161614"|4|C006
JXPOP74865889|"20230711161935"|4|C007
JXPOP27109159|"20230731154449"|5|C009
JXPOP86446649|"20230705065641"|1|C010
JXEC95774837|"20230722080339"|4|C003
JXFD40169778|"20230710210139"|1|C010
JXPOP68590470|"20230712002803"|5|C003
JXFD78804744|"20230730210823"|3|C008
JXFD65957084|"20230712052154"|1|C002
JXEC41061970|"20230711023646"|2|C002
JXPOP61221731|"20230712143437"|2|C006
JXFD63791433|"20230701213753"|5|C002
JXFD67871506|"20230721094449"|3|C001
JXPOP56231278|"20230702235926"|1|C010
JXPOP26986351|"20230729072214"|2|C005
JXPOP93880782|"20230707230451"|5|C009
JXFD92070320|"20230719171652"|1|C009
JXFD28681298|"20230719112127"|2|C005
JXPOP49543172|"20230716071452"|2|C007
JXPOP14966411|"20230725230104"|5|C006
JXEC82122260|"20230731042756"|4|C010
JXFD61530224|"20230715210808"|1|C005
JXEC36519100|"20230724130956"|3|C010
JXPOP39465862|"20230725221342"|1|C008
JXFD15481814|"20230707155544"|5|C005
JXFD97598851|"20230722234345"|2|C009
JXEC38814965|"20230724074222"|5|C001
JXFD71752730|"20230702152835"|3|C005
JXEC22921522|"20230722041909"|1|C008
JXEC56523468|"20230715022926"|3|C003
JXPOP12544968|"20230705083109"|1|C002
JXPOP63058906|"20230719191542"|2|C002
JXEC49870564|"20230705011355"|4|C003
JXFD40324489|"20230728160337"|2|C010
JXFD25778680|"20230728233838"|3|C003
JXEC11843985|"20230703115531"|2|C010
JXFD51420622|"20230725232913"|1|C008
JXPOP97341630|"20230710202632"|2|C008
JXEC44265320|"20230731204142"|5|C008
JXEC47530683|"20230723043452"|3|C002
JXEC13128884|"20230718014740"|4|C001
JXEC83820735|"20230709191545"|5|C004
JXPOP60316538|"20230711091404"|4|C007
JXEC53845806|"20230716204110"|4|C008
JXFD87042435|"20230723001859"|1|C010
JXFD34278773|"20230721125244"|1|C001
JXFD45901375|"20230720072035"|4|C003
JXEC96150929|"20230730062546"|4|C004
JXFD37029032|"20230730030839"|3|C008
JXEC40984158|"20230709070136"|4|C004
JXPOP45392480|"20230724115139"|4|C002
JXFD64399960|"20230717103208"|1|C006
JXPOP10535736|"20230724080357"|4|C002
JXPOP40959782|"20230728012011"|4|C003
JXEC42240033|"20230731083856"|1|C001
JXEC20521912|"20230711144726"|3|C003
JXFD08626399|"20230728190939"|2|C001
JXPOP32434620|"20230708154441"|2|C004
JXPOP95618597|"20230711165241"|1|C009
JXPOP72890647|"20230725185216"|3|C001
JXPOP54884020|"20230715131552"|5|C006
JXFD41879040|"20230715083207"|1|C010
JXPOP98893036|"20230723200504"|3|C001
JXPOP11852915|"20230725222900"|2|C009
JXEC57629615|"20230714145415"|3|C009
JXPOP79405219|"20230719120714"|4|C004
JXFD16819901|"20230728073531"|1|C004
JXFD12061177|"20230703123519"|4|C003
JXFD74445238|"20230728174304"|4|C008
JXPOP02974409|"20230713001237"|4|C004
JXPOP97820829|"20230731204238"|3|C002
JXPOP23058905|"20230718110331"|1|C010
JXEC00813398|"20230731111247"|4|C007
JXEC97983583|"20230717161540"|1|C006
JXEC08822191|"20230721210932"|1|C010
JXFD99338094|"20230704060816"|3|C002
JXPOP64942972|"20230721032033"|3|C001
JXEC37402980|"20230716094031"|1|C003
JXFD28545759|"20230709084119"|5|C008
JXPOP73357758|"20230701074523"|3|C007
JXPOP60442232|"20230718050910"|1|C001
JXFD10959622|"20230706033706"|4|C006
JXPOP72262396|"20230714172821"|4|C002
JXFD78733504|"20230705041833"|3|C004
JXEC57791654|"20230722171933"|2|C001
JXEC96810104|"20230731100608"|4|C005
JXEC45021157|"20230711172254"|1|C003
JXFD34352713|"20230703190002"|5|C002
JXFD81302911|"20230722211241"|1|C004
JXPOP27092112|"20230707094550"|4|C002
JXPOP16683054|"20230705180951"|2|C002
JXEC74132353|"20230725233824"|5|C003
JXPOP78584801|"20230731123338"|1|C009
JXPOP24170872|"20230715074620"|4|C010
JXPOP90590020|"20230719193440"|4|C002
JXPOP94553426|"20230713022205"|3|C007
JXPOP06219660|"20230712080259"|3|C002
JXFD21176577|"20230708054253"|1|C010
JXEC35110968|"20230729001609"|3|C001
JXPOP68843776|"20230709203453"|5|C002
JXPOP50023891|"20230728031026"|4|C007
JXPOP97332653|"20230727220948"|4|C008
JXPOP60489607|"20230709221952"|3|C008
JXEC25357600|"20230702093845"|3|C001
JXPOP01045917|"20230727000848"|2|C009
JXFD20271877|"20230722170713"|4|C008
JXFD38467204|"20230723132300"|4|C006
JXPOP62192359|"20230717101353"|5|C008
JXPOP93174518|"20230710131229"|1|C006
JXEC45460929|"20230702022348"|2|C008
JXPOP08134442|"20230712032600"|5|C007
JXFD57980470|"20230706134043"|1|C010
JXEC49724883|"20230728135119"|1|C006
JXFD01037890|"20230718140159"|5|C002
JXPOP90727489|"20230721040645"|1|C003
JXEC34827614|"20230709182956"|2|C009
JXPOP37741245|"20230711080810"|3|C007
JXPOP40964493|"20230729082753"|3|C001
JXEC91400087|"20230718031008"|5|C008
JXEC42588004|"20230712125523"|2|C001
JXPOP43685822|"20230719152145"|5|C005
JXPOP75110076|"20230714101658"|4|C009
JXEC43820736|"20230722230711"|3|C002
JXEC13126813|"20230728153530"|1|C010
JXPOP87843481|"20230730180530"|1|C008
JXFD81739432|"20230716011658"|2|C002
JXPOP20453187|"20230701212600"|4|C002
JXEC96121459|"20230720093529"|2|C007
JXFD06650539|"20230705170643"|4|C002
JXFD21598490|"20230713051150"|3|C003
JXFD90161348|"20230721161718"|5|C008
JXFD52743375|"20230717180206"|2|C006
JXPOP46356217|"20230724085906"|1|C003
JXEC24230244|"20230701002146"|3|C007
JXEC22257297|"20230719144447"|1|C001
JXFD28708869|"20230730174826"|4|C010
JXPOP78161631|"20230704215123"|5|C002
JXEC63388412|"20230702132750"|3|C004
JXPOP72115504|"20230716180412"|4|C001
JXFD79109577|"20230729200646"|2|C009
JXFD10598331|"20230723084304"|1|C003
JXPOP07602107|"20230702192436"|5|C009
JXEC99709866|"20230730205046"|4|C010
JXEC00016919|"20230725114234"|3|C008
JXFD12062339|"20230705221710"|3|C003
JXFD21137441|"20230730153628"|5|C007
JXFD19587100|"20230730101710"|4|C002
JXEC05707599|"20230715232221"|4|C009
JXEC39296310|"20230724143800"|2|C006
JXFD43904892|"20230724212540"|2|C009
JXPOP55654791|"20230713050717"|1|C010
JXFD09406277|"20230729070516"|3|C004
JXPOP01671639|"20230723111652"|5|C003
JXFD07982311|"20230724180537"|4|C005
JXEC00088880|"20230731194416"|1|C006
JXEC95505681|"20230717213137"|4|C008
JXFD82129329|"20230709225446"|5|C004
JXFD23520224|"20230716184211"|3|C006
JXPOP41920737|"20230720012153"|5|C006
JXFD64435307|"20230716151957"|3|C008
JXEC63279615|"20230701045942"|3|C005
JXFD10240543|"20230731010540"|1|C002
JXPOP11813391|"20230714071732"|1|C009
JXEC57014831|"20230720112916"|4|C008
JXEC24386199|"20230724035833"|3|C001
JXEC93135823|"20230707002446"|1|C003
JXEC99370045|"20230719033259"|4|C008
JXPOP14440143|"20230713073338"|2|C009
JXEC91005284|"20230724072544"|5|C010
JXPOP66345862|"20230717163224"|5|C003
JXFD50812161|"20230719035702"|3|C001
JXEC88946143|"20230730212534"|5|C008
JXEC76153635|"20230711170244"|1|C010
JXFD37419876|"20230705104046"|3|C001
JXEC41192593|"20230730102823"|2|C004
JXEC43690923|"20230716160704"|2|C002
JXPOP00326454|"20230720231510"|2|C002
JXFD74773622|"20230719231000"|4|C004
JXEC66083718|"20230711151257"|4|C008
JXPOP75963333|"20230725164455"|4|C002
JXEC09701025|"20230705150414"|1|C009
JXPOP81720517|"20230702163746"|3|C005
JXFD76784214|"20230703152416"|5|C009
JXEC79301791|"20230719235838"|4|C008
JXPOP38203948|"20230713142904"|1|C009
JXEC01276120|"20230720164207"|2|C006
JXFD24072009|"20230708123459"|4|C003
JXFD51696458|"20230711004524"|4|C009
JXPOP83390670|"20230716005922"|5|C008
JXPOP17477087|"20230709144153"|2|C005
JXFD18936212|"20230706041235"|3|C008
JXPOP48379058|"20230705003502"|3|C010
JXEC13153580|"20230719064806"|1|C003
JXPOP86145309|"20230731164517"|5|C006
JXFD14525728|"20230709161850"|3|C005
JXEC32505626|"20230704235027"|3|C006
JXFD71768033|"20230712071338"|1|C002
JXEC56778930|"20230703075619"|4|C007
JXPOP77442769|"20230701081745"|3|C007
JXEC20230186|"20230725233110"|2|C009
JXPOP78290914|"20230708193934"|4|C004
JXEC00951788|"20230717213833"|1|C004
JXFD39785858|"20230706061014"|3|C004
JXEC10812196|"20230703005018"|2|C005
JXFD35900020|"20230706094725"|1|C007
JXEC96997347|"20230722094112"|2|C007
JXPOP63785010|"20230704125258"|4|C004
JXEC40798183|"20230721062124"|5|C004
JXPOP59230618|"20230721022713"|3|C004
JXPOP01434386|"20230717230016"|5|C004
JXEC93149200|"20230716002131"|3|C010
JXEC04430148|"20230714042844"|4|C006
JXPOP44316571|"20230704140943"|5|C002
JXEC73317791|"20230716011042"|4|C005
JXEC28137770|"20230724195628"|3|C004
JXPOP41128854|"20230715174654"|4|C006
JXFD11248418|"20230712054658"|1|C004
JXFD19352832|"20230729223158"|1|C007
JXFD30779931|"20230723134726"|3|C009
JXFD14903940|"20230723005524"|1|C003
JXPOP36194415|"20230727025928"|3|C004
JXFD61751825|"20230711072416"|5|C005
JXEC58786330|"20230724102112"|2|C001
JXPOP68982501|"20230724182200"|2|C004
JXPOP19393778|"20230713001700"|4|C010
JXFD97860189|"20230711125252"|1|C007
JXFD63716408|"20230701191128"|1|C002
JXEC97944508|"20230708062609"|5|C007
JXEC31329690|"20230718121111"|2|C010
JXFD24864591|"20230707102633"|1|C009
JXPOP86940207|"20230717013019"|2|C010
JXPOP10592398|"20230708050727"|2|C004
JXPOP84838516|"20230710093138"|5|C004
JXEC11307314|"20230715185205"|1|C006
JXFD26339174|"20230719123603"|1|C005
JXEC29258832|"20230726025547"|4|C006
JXPOP68731544|"20230709033008"|2|C008
JXFD82286475|"20230703125446"|2|C009
JXEC36543243|"20230704010926"|5|C009
JXFD10709258|"20230704221931"|4|C004
JXEC12430085|"20230711233715"|4|C005
JXFD59054775|"20230711191633"|4|C007
JXFD47758679|"20230720223450"|5|C004
JXFD33595197|"20230712102015"|1|C005
JXEC11577891|"20230726085330"|2|C005
JXFD57039326|"20230704130124"|2|C002
JXFD63130897|"20230719050449"|1|C005
JXPOP60007520|"20230707110904"|4|C004
JXFD36177660|"20230721034840"|2|C003
JXFD64881983|"20230706143033"|2|C001
JXFD12779271|"20230708232003"|2|C005
JXEC75026910|"20230712053124"|1|C005
JXPOP53783566|"20230709123902"|5|C004
JXPOP99026940|"20230726191354"|1|C005
JXFD50209354|"20230704111453"|5|C006
JXEC47191991|"20230704135004"|5|C007
JXFD07493648|"20230731101015"|4|C004
JXFD70345336|"20230710012504"|5|C002
JXPOP61952805|"20230714214416"|1|C006
JXEC04738876|"20230725121021"|4|C009
JXFD82117632|"20230710012933"|4|C010
JXFD56514206|"20230715144254"|4|C010
JXFD65888101|"20230716151216"|2|C003
JXFD88453375|"20230722230055"|2|C001
JXEC20281254|"20230729031438"|2|C005
JXEC03268585|"20230724044615"|3|C005
JXPOP47463314|"20230722015601"|4|C004
JXFD41059254|"20230709193238"|5|C005
JXEC69394928|"20230727215824"|3|C003
JXEC83187860|"20230724091019"|2|C005
JXPOP32457559|"20230714032810"|4|C008
JXEC68495272|"20230705220542"|1|C005
JXFD23427441|"20230710201739"|3|C006
JXPOP30301812|"20230712040412"|1|C004
JXEC69428101|"20230729010606"|4|C002
JXPOP46617888|"20230719003603"|1|C006
JXFD32082982|"20230705012003"|3|C002
JXPOP42219869|"20230729085731"|1|C004
JXFD10673656|"20230712133208"|2|C001
JXPOP90622507|"20230720160727"|1|C010
JXPOP37988336|"20230720065505"|1|C004
JXEC73811073|"20230711162809"|3|C005
JXPOP48004658|"20230721025042"|5|C003
JXFD76646521|"20230715075420"|5|C009
JXFD38266211|"20230724201600"|1|C002
JXFD32534596|"20230726161742"|2|C006
JXPOP20349394|"20230717101911"|4|C003
JXEC44837785|"20230719085802"|3|C006
JXEC45144140|"20230702234610"|5|C004
JXPOP08173471|"20230725103507"|1|C009
JXFD14182112|"20230714081352"|1|C010
JXEC45920012|"20230724212202"|2|C004
JXPOP96781089|"20230703085131"|5|C005
JXFD85312279|"20230728164815"|2|C007
JXPOP98670243|"20230718040227"|1|C004
JXEC31614888|"20230719080152"|4|C002
JXPOP90854433|"20230726034439"|4|C006
JXPOP61458988|"20230728001436"|2|C004
JXEC58822414|"20230715131446"|5|C007
JXFD28823079|"20230704163639"|3|C004
JXPOP89499126|"20230710175411"|2|C004
JXEC32668993|"20230711132220"|3|C010
JXFD12225750|"20230702064127"|4|C007
JXFD16599936|"20230704225941"|2|C003
JXEC97311283|"20230702060821"|5|C001
JXPOP98969644|"20230716021839"|2|C006
JXEC55856570|"20230722145424"|4|C002
JXPOP84266323|"20230730113357"|1|C006
JXFD90069819|"20230721203010"|1|C005
JXEC85465304|"20230719060208"|3|C001
JXEC91094119|"20230705095830"|3|C001
JXPOP57336312|"20230709173249"|2|C003
JXFD64229480|"20230709200414"|3|C006
JXFD37207678|"20230717043408"|1|C006
JXFD35858426|"20230715055853"|1|C008
JXFD65966115|"20230713173459"|1|C003
JXFD57673673|"20230726073911"|2|C006
JXPOP25693699|"20230729205721"|1|C004
JXFD37233937|"20230722180245"|3|C003
JXFD95596479|"20230704082858"|3|C007
JXFD63461129|"20230722152549"|3|C007
JXEC74821369|"20230703150716"|1|C002
JXFD43934461|"20230727001005"|5|C001
JXFD76248111|"20230714171908"|4|C009
JXPOP04630990|"20230727071928"|5|C004
JXEC34363037|"20230718062234"|4|C009
JXPOP47805273|"20230704072407"|5|C010
JXEC72104029|"20230719023054"|5|C006
JXPOP52180912|"20230718005103"|2|C010
JXPOP34618410|"20230724180055"|5|C001
JXFD36796603|"20230702122503"|2|C006
JXPOP34388132|"20230708095348"|3|C007
JXFD32084131|"20230704195930"|4|C004
JXEC25509778|"20230731214041"|3|C005
JXFD87026973|"20230730023019"|4|C001
JXPOP10400616|"20230723105919"|2|C009
JXEC03220481|"20230731053433"|5|C002
JXEC79901784|"20230707080434"|4|C009
JXPOP38294662|"20230718062541"|2|C003
JXPOP36460261|"20230725134213"|3|C003
JXPOP88950006|"20230728140300"|4|C001
JXPOP84812768|"20230713202713"|2|C003
JXFD34719734|"20230712012620"|1|C010
JXEC97218595|"20230728025858"|5|C003
JXEC97823917|"20230707140339"|3|C002
JXEC75354168|"20230713014555"|5|C009
JXPOP98072928|"20230706002725"|2|C010
JXEC17368806|"20230702000102"|5|C008
JXPOP45045915|"20230716115803"|3|C003
JXFD27840487|"20230709004038"|3|C008
JXEC17937256|"20230726060741"|1|C003
JXEC41327181|"20230723142609"|2|C003
JXFD22427753|"20230708015723"|1|C001
JXPOP76417115|"20230730202854"|5|C007
JXPOP08167874|"20230704004620"|5|C006
JXEC63125464|"20230709200618"|5|C001
JXFD66339249|"20230722145356"|2|C004
JXEC47039717|"20230708030604"|3|C004
JXEC95125228|"20230715204143"|1|C003
JXEC26199094|"20230728050508"|1|C005
JXEC54717661|"20230702112000"|1|C002
JXFD18826149|"20230717140449"|1|C004
JXEC70446210|"20230707024414"|5|C002
JXPOP29628219|"20230725074032"|5|C006
JXEC97586930|"20230729052234"|3|C009
JXFD83060433|"20230724113151"|4|C004
JXPOP15378069|"20230724002228"|3|C007
JXFD27666265|"20230707035703"|4|C004
JXPOP23073843|"20230702001415"|1|C010
JXEC77708758|"20230719021358"|4|C001
JXEC08650903|"20230728133846"|4|C005
JXFD37361681|"20230704063613"|4|C005
JXPOP20108187|"20230730142504"|2|C010
JXFD22524338|"20230720063937"|2|C005
JXPOP60262155|"20230726024310"|1|C005
JXPOP53447274|"20230702195802"|4|C003
JXFD69530315|"20230709113417"|3|C008
JXFD99329949|"20230718184659"|3|C002
JXEC54837386|"20230716201853"|5|C004
JXFD52653580|"20230730025130"|2|C005
JXPOP38326784|"20230721093436"|5|C010
JXEC79406645|"20230729205420"|1|C006
JXFD54370701|"20230723054543"|3|C007
JXPOP91528077|"20230716105515"|4|C007
JXFD42833350|"20230730082852"|1|C001
JXEC02649693|"20230728184551"|4|C003
JXPOP71847335|"20230714105948"|5|C005
JXEC48331324|"20230715042605"|4|C008
JXFD91326472|"20230704152344"|4|C009
JXPOP26436955|"20230708055810"|3|C001
JXPOP32362432|"20230713144844"|3|C007
JXFD91584692|"20230703131427"|3|C004
JXFD58232296|"20230714190710"|2|C001
JXFD63741247|"20230714184533"|2|C001
JXEC99009051|"20230718070942"|5|C007
JXPOP38220873|"20230703221232"|3|C009
JXFD55519417|"20230725081546"|5|C010
JXPOP12843008|"20230702182057"|1|C008
JXEC89048413|"20230716044228"|1|C006
JXPOP72107291|"20230724070734"|3|C001
JXPOP57398224|"20230724075814"|3|C003
JXEC93086089|"20230708182947"|2|C003
JXPOP68358470|"20230711122602"|2|C008
JXPOP39409485|"20230707183951"|2|C007
JXEC29761933|"20230717034818"|2|C009
JXFD51349901|"20230718131257"|1|C010
JXFD18006924|"20230717112723"|1|C009
JXFD40822615|"20230703011751"|5|C010
JXEC48918470|"20230703170337"|2|C002
JXFD69315248|"20230730205541"|3|C002
JXEC41279592|"20230716035501"|1|C004
JXPOP74682003|"20230712233638"|4|C008
JXFD39480668|"20230723061439"|5|C005
JXEC24431347|"20230706180220"|2|C001
JXEC73902602|"20230720055304"|2|C002
JXFD77125033|"20230725174223"|1|C009
JXPOP17341272|"20230717220547"|5|C001
JXEC81927316|"20230705142912"|3|C003
JXEC98721585|"20230728044700"|4|C002
JXFD17881334|"20230710003842"|4|C009
JXPOP64314541|"20230727071653"|1|C006
JXPOP41590933|"20230722154451"|1|C007
JXFD08994467|"20230710034155"|1|C007
JXFD06605623|"20230720191046"|5|C006
JXEC61028005|"20230714092731"|5|C009
JXPOP99234173|"20230715022310"|2|C004
JXEC59603966|"20230720222650"|4|C005
JXEC35808162|"20230728225718"|3|C003
JXFD72201118|"20230710114203"|4|C008
JXPOP93429742|"20230717072319"|1|C001
JXPOP80121952|"20230706095535"|4|C005
JXEC94645853|"20230724233923"|3|C005
JXEC69247072|"20230707054110"|4|C003
JXPOP30126928|"20230723141005"|2|C008
JXFD72253279|"20230701035627"|4|C003
JXPOP45311654|"20230705044931"|5|C006
JXFD42710423|"20230714233523"|1|C002
JXPOP54040197|"20230703192358"|1|C005
JXPOP83295304|"20230725084641"|4|C004
JXEC57990328|"20230728090627"|5|C010
JXEC76217624|"20230729015132"|1|C010
JXFD00210294|"20230710093516"|1|C003
JXPOP39249585|"20230719232538"|4|C006
JXPOP24649768|"20230714035514"|4|C001
JXPOP27543047|"20230713210741"|5|C006
JXPOP05752983|"20230713110633"|2|C006
JXFD66492111|"20230707163348"|4|C001
JXFD84129472|"20230718171608"|2|C009
JXFD45698171|"20230710214708"|2|C001
JXPOP12102039|"20230715174306"|4|C004
JXPOP48405780|"20230721161425"|5|C007
JXEC04542587|"20230726025633"|1|C003
JXEC01393005|"20230709095041"|5|C009
JXFD16428716|"20230729202456"|4|C010
JXFD65098096|"20230705004444"|5|C004
JXPOP15317833|"20230711071723"|3|C001
JXPOP33000044|"20230717190232"|2|C010
