"waybill_code"|"create_time"|"id_warehouse"|"id_cat"|"id_payment_type"|"id_card"|"id_customer"|"weight"|"fee"|"province_code"|"city_code"|"district_code"
JXPOP36039016|"20230720215322"|5|1|1||13|37|38935|32|3271|327104
JXPOP74297277|"20230719105243"|2|5|1||19|36|34432|32|3271|327105
JXEC05355346|"20230724014616"|4|2|2|1|7|51|80220|32|3236|323601
JXEC88501777|"20230716160526"|2|1|3|2|19|61|99083|32|3236|323602
JXEC63621915|"20230715045209"|5|3|2|2|12|98|83321|32|3236|323603
JXFD86007777|"20230727110258"|4|4|1||13|26|51521|32|3236|323604
JXEC21521503|"20230712113430"|3|3|3|2|1|56|92638|32|3236|323605
JXPOP61704316|"20230712155316"|3|2|1||1|54|76670|33|3371|337101
JXPOP14135478|"20230715220122"|1|1|3|1|4|69|70194|33|3371|337102
JXPOP52051881|"20230717183707"|4|3|1||14|66|81163|33|3371|337103
JXEC63045162|"20230701130144"|2|1|3|2|2|77|72985|33|3371|337104
JXFD47055681|"20230718215057"|2|4|2|1|1|54|94363|33|3371|337105
JXPOP05834393|"20230724045523"|4|2|2|1|17|19|36996|33|3372|337201
JXFD32520259|"20230727144618"|3|3|3|2|16|68|95370|33|3372|337202
JXFD15012028|"20230723043024"|5|4|3|2|5|7|15970|33|3372|337203
JXEC31876439|"20230714082706"|4|4|3|1|8|67|97880|33|3372|337204
JXEC97006655|"20230724021156"|2|4|1||6|92|91839|33|3372|337205
JXEC65233060|"20230718225913"|3|1|1||13|51|79678|34|3471|347101
JXFD74558412|"20230703183818"|2|2|2|2|15|79|76726|34|3471|347102
JXFD89578082|"20230720132725"|1|2|2|1|15|62|88586|34|3471|347103
JXPOP01284585|"20230714025745"|1|4|1||20|88|84807|34|3471|347104
JXFD63154591|"20230713050314"|4|1|3|1|14|82|70897|34|3471|347105
JXPOP02988935|"20230726121511"|5|5|1||7|13|49795|34|3475|347501
JXPOP71380174|"20230720035028"|3|5|2|1|18|61|73351|34|3475|347502
JXFD00075526|"20230720060837"|2|5|1||3|46|59620|34|3475|347503
JXPOP44584119|"20230709193105"|5|3|2|2|5|52|81550|34|3475|347504
JXPOP94083194|"20230704064153"|4|5|1||5|68|85656|34|3475|347505
JXFD31558849|"20230728112546"|3|3|1||2|17|61827|36|3601|360101
JXEC04490508|"20230730113159"|4|3|3|1|2|15|32565|36|3601|360102
JXEC18295500|"20230719143359"|1|2|2|1|5|11|65191|36|3601|360103
JXPOP04785553|"20230701145541"|3|5|2|1|2|51|72267|36|3601|360104
JXPOP90090660|"20230714030811"|1|1|1||10|64|95032|36|3601|360105
JXPOP96487540|"20230715143030"|1|3|1||16|10|12127|36|3604|360401
JXPOP87353438|"20230714095406"|1|1|3|2|4|54|99964|36|3604|360402
JXEC73686276|"20230701131323"|1|1|2|1|14|83|72686|36|3604|360403
JXFD95986634|"20230723012822"|4|2|1||14|97|98469|36|3604|360404
JXPOP71051251|"20230730085000"|3|5|1||10|28|41185|36|3604|360405
JXEC84595752|"20230704133341"|5|3|3|2|8|30|43788|36|3671|367101
JXPOP45866608|"20230717111847"|4|2|3|2|13|85|86598|36|3671|367102
JXEC29159942|"20230706210057"|4|1|1||4|54|80785|36|3671|367103
JXEC25365684|"20230704180053"|4|2|3|1|8|5|16968|36|3671|367104
JXPOP64341878|"20230706153853"|3|5|1||11|57|70978|36|3671|367105
JXPOP00546415|"20230728203115"|2|3|3|1|19|8|20246|36|3674|367401
JXFD12480158|"20230713183201"|3|4|1||1|92|89932|36|3674|367402
JXPOP70385846|"20230718061024"|1|1|1||8|59|90329|36|3674|367403
JXFD75840454|"20230727225448"|5|5|1||11|25|31109|36|3674|367404
JXPOP03984909|"20230711003850"|3|2|1||18|68|99949|36|3674|367405
JXEC08563097|"20230719120225"|2|1|1||11|43|47063|36|3675|367501
JXEC81744988|"20230725114743"|5|1|3|1|2|35|48289|36|3675|367502
JXFD42300281|"20230713175001"|5|3|3|2|2|48|61815|36|3675|367503
JXPOP92204428|"20230722060747"|3|3|1||16|100|71415|36|3675|367504
JXPOP03332576|"20230713151710"|3|3|2|1|15|41|43741|36|3675|367505
JXFD20593778|"20230723110218"|4|1|3|1|3|73|82037|36|3673|367301
JXFD37612387|"20230730203050"|1|2|1||17|36|39458|36|3673|367302
JXPOP48817689|"20230716081012"|2|1|3|2|13|66|70092|36|3673|367303
JXEC39424146|"20230719112459"|3|3|1||18|46|40685|36|3673|367304
JXPOP58152809|"20230701111749"|5|5|2|1|12|80|74316|36|3673|367305
JXEC22265155|"20230718071745"|1|1|1||19|4|11746|35|3571|357101
JXEC71743897|"20230715073259"|4|4|1||2|84|90090|35|3571|357102
JXPOP81310992|"20230717162146"|4|4|1||3|71|85589|35|3571|357103
JXPOP56943775|"20230710062022"|5|4|1||17|36|63673|35|3571|357104
JXEC65802871|"20230713192616"|4|5|3|1|19|10|24767|35|3571|357105
JXFD79669600|"20230717130348"|4|5|2|2|4|77|89897|32|3271|327101
JXPOP48032875|"20230707220256"|4|4|2|1|12|86|95528|32|3271|327102
JXEC33379605|"20230724100118"|2|2|3|1|18|15|30226|32|3271|327103
JXPOP65425832|"20230730000208"|2|1|1||14|6|17726|32|3271|327104
JXEC44012806|"20230728104454"|1|1|2|2|4|94|90373|32|3271|327105
JXEC43103489|"20230705195625"|1|2|3|2|13|52|82244|32|3236|323601
JXEC97185732|"20230701050044"|5|1|3|2|11|79|75692|32|3236|323602
JXPOP23878994|"20230714233328"|4|4|2|2|14|92|85297|32|3236|323603
JXFD04262591|"20230709061106"|4|4|2|1|17|60|85575|32|3236|323604
JXFD98616267|"20230712212932"|5|4|1||13|84|92445|32|3236|323605
JXFD34140063|"20230718221252"|4|1|1||1|35|42975|33|3371|337101
JXEC47731160|"20230713090346"|1|1|1||19|70|75837|33|3371|337102
JXEC09636856|"20230713113752"|3|1|3|1|15|99|90816|33|3371|337103
JXFD99097363|"20230709171909"|5|2|3|2|9|80|86898|33|3371|337104
JXEC40591264|"20230714054630"|4|4|3|1|2|24|30175|33|3371|337105
JXEC89435468|"20230702205139"|1|1|3|1|20|70|87329|33|3372|337201
JXFD83390217|"20230711053310"|1|5|1||2|8|20909|33|3372|337202
JXEC74113948|"20230711161502"|2|5|3|1|3|31|42740|33|3372|337203
JXFD96965835|"20230717104948"|5|5|3|2|5|97|97013|33|3372|337204
JXFD24816915|"20230716105432"|4|2|1||8|51|88598|33|3372|337205
JXPOP21540756|"20230720200048"|1|4|3|1|11|80|92297|34|3471|347101
JXPOP11825582|"20230704050509"|5|2|1||16|11|59741|34|3471|347102
JXFD87969045|"20230720130047"|1|1|1||14|46|51469|34|3471|347103
JXEC17637505|"20230702094233"|5|5|1||6|69|89613|34|3471|347104
JXFD48712194|"20230708210255"|3|2|1||14|46|53629|34|3471|347105
JXFD16292751|"20230730114204"|1|3|1||7|13|39125|34|3475|347501
JXPOP30580829|"20230719045928"|2|4|1||3|45|27580|34|3475|347502
JXEC89956114|"20230730093557"|3|2|1||4|36|41419|34|3475|347503
JXEC97039822|"20230722093821"|3|2|3|2|9|33|34253|34|3475|347504
JXPOP36593025|"20230723220914"|1|2|2|1|7|44|57210|34|3475|347505
JXFD10031969|"20230721025802"|5|1|2|2|11|72|73740|36|3601|360101
JXEC58847863|"20230705014112"|4|2|3|1|8|54|96693|36|3601|360102
JXFD57807286|"20230712020556"|1|4|3|2|5|92|89694|36|3601|360103
JXPOP24362675|"20230711083117"|5|4|2|1|20|55|73670|36|3601|360104
JXPOP46578840|"20230729054058"|2|3|2|1|13|29|29612|36|3601|360105
JXFD38198724|"20230714192028"|2|3|3|1|11|32|33850|36|3604|360401
JXPOP91249634|"20230705051459"|4|4|2|2|10|11|33322|36|3604|360402
JXFD02203035|"20230715085453"|3|4|1||9|37|28053|36|3604|360403
JXPOP86551820|"20230714023845"|2|1|1||18|40|59880|36|3604|360404
JXEC50620696|"20230717133926"|4|5|3|1|7|25|28876|36|3604|360405
JXEC32401598|"20230709155533"|1|5|1||3|45|36554|36|3671|367101
JXFD26246030|"20230721204146"|2|4|1||16|34|51473|36|3671|367102
JXPOP19251796|"20230701155453"|5|2|3|2|10|22|28692|36|3671|367103
JXEC63741868|"20230703053312"|4|2|2|1|10|65|80451|36|3671|367104
JXFD65398508|"20230703053832"|2|5|3|1|17|18|56058|36|3671|367105
JXPOP75920552|"20230722101743"|5|3|1||14|45|58904|36|3674|367401
JXEC12728872|"20230731075254"|1|3|3|2|12|10|14508|36|3674|367402
JXEC83639111|"20230721072110"|1|4|1||8|86|95618|36|3674|367403
JXPOP66859756|"20230704180055"|4|5|1||3|24|56733|36|3674|367404
JXEC89571542|"20230706151918"|1|1|3|1|6|90|98894|36|3674|367405
JXPOP20237240|"20230713054700"|2|5|3|2|13|74|71357|36|3675|367501
JXEC53255460|"20230703010334"|3|4|3|2|12|81|74081|36|3675|367502
JXPOP84192936|"20230725220809"|2|2|1||12|81|99915|36|3675|367503
JXEC56581011|"20230703063403"|4|4|1||3|18|31390|36|3675|367504
JXPOP62104267|"20230705193009"|2|2|3|2|15|86|90491|36|3675|367505
JXEC93070491|"20230710071846"|5|2|3|1|5|97|81950|36|3673|367301
JXPOP66727689|"20230715015955"|2|1|2|2|15|1|25654|36|3673|367302
JXEC43607533|"20230707150339"|2|3|3|2|9|85|82811|36|3673|367303
JXPOP89314433|"20230722184255"|4|4|3|2|11|79|93733|36|3673|367304
JXEC68454797|"20230711100911"|4|3|3|2|4|92|85086|36|3673|367305
JXFD47440545|"20230729173339"|4|2|3|2|20|45|52201|35|3571|357101
JXEC41688131|"20230731212908"|3|4|3|2|12|21|45070|35|3571|357102
JXEC48062442|"20230726212858"|5|4|1||8|4|11290|35|3571|357103
JXPOP46390625|"20230722103125"|2|3|1||1|54|78425|35|3571|357104
JXFD21108384|"20230715175850"|2|5|1||17|49|49124|35|3571|357105
JXEC11583646|"20230708171125"|5|5|3|2|19|33|50728|32|3271|327101
JXFD47218681|"20230728135742"|4|3|1||9|64|95134|32|3271|327102
JXEC91970852|"20230712100813"|2|2|1||19|2|13054|32|3271|327103
JXFD15400491|"20230725101609"|2|3|1||8|61|94913|32|3271|327104
JXPOP21831651|"20230725125526"|2|5|3|2|5|24|37442|32|3271|327105
JXEC84627416|"20230709225746"|3|1|3|1|9|53|73150|32|3236|323601
JXEC04739698|"20230719142744"|2|1|1||14|50|51885|32|3236|323602
JXFD53941336|"20230729044953"|3|5|3|1|9|26|48582|32|3236|323603
JXEC27996530|"20230708232002"|3|4|3|2|11|69|73026|32|3236|323604
JXEC56780675|"20230718141657"|1|3|3|2|1|6|22216|32|3236|323605
JXPOP73587971|"20230720013754"|4|5|3|2|7|81|89918|33|3371|337101
JXEC71790014|"20230721170851"|4|1|3|2|11|38|35856|33|3371|337102
JXEC43124856|"20230716141750"|1|2|2|2|5|45|61122|33|3371|337103
JXEC73683036|"20230707164518"|2|5|1||13|82|93739|33|3371|337104
JXPOP16915275|"20230717192144"|1|3|2|1|2|50|41835|33|3371|337105
JXEC44226235|"20230720201133"|1|4|1||7|84|87270|33|3372|337201
JXPOP08890021|"20230731135547"|1|2|2|2|13|26|53857|33|3372|337202
JXEC01770664|"20230718235705"|2|2|3|1|5|91|84809|33|3372|337203
JXEC17302205|"20230706184950"|3|3|3|1|1|51|99088|33|3372|337204
JXFD56253023|"20230730151527"|2|4|3|2|3|31|54135|33|3372|337205
JXEC92822345|"20230724140604"|3|1|2|1|15|73|95395|34|3471|347101
JXPOP98791175|"20230712015937"|2|3|3|1|6|50|40517|34|3471|347102
JXPOP31417297|"20230731012958"|5|5|1||11|53|72145|34|3471|347103
JXEC60729728|"20230704180620"|5|3|3|1|14|54|76314|34|3471|347104
JXEC92837822|"20230711020117"|2|5|3|2|1|48|26208|34|3471|347105
JXPOP63695266|"20230717075800"|5|5|1||1|94|86776|34|3475|347501
JXEC00185323|"20230710074316"|2|4|3|2|15|36|63659|34|3475|347502
JXEC19036079|"20230704022432"|2|1|3|1|5|67|87944|34|3475|347503
JXEC27361205|"20230718030437"|2|2|1||3|11|58727|34|3475|347504
JXFD81737425|"20230711081507"|2|4|1||17|10|13201|34|3475|347505
JXPOP98805555|"20230730053444"|5|2|3|1|8|38|61820|36|3601|360101
JXFD25896405|"20230713075345"|5|1|2|1|6|100|70378|36|3601|360102
JXPOP12027635|"20230706043541"|4|2|2|1|19|89|91697|36|3601|360103
JXPOP17830117|"20230702214430"|1|1|3|1|18|98|92747|36|3601|360104
JXPOP84704372|"20230717213213"|1|3|1||4|39|30182|36|3601|360105
JXPOP26969501|"20230722012052"|3|3|1||17|73|73630|36|3604|360401
JXFD71632017|"20230727065510"|2|4|2|2|19|14|32819|36|3604|360402
JXEC70653639|"20230722111931"|3|1|3|2|18|65|82714|36|3604|360403
JXPOP14271651|"20230731093550"|5|2|2|2|11|79|80473|36|3604|360404
JXPOP67159548|"20230724160759"|3|5|2|2|8|14|42735|36|3604|360405
JXEC44124425|"20230706172629"|3|3|1||1|23|64007|36|3671|367101
JXFD29193549|"20230722160542"|2|3|2|1|14|97|87670|36|3671|367102
JXPOP08395683|"20230720075545"|3|5|3|1|18|5|18834|36|3671|367103
JXEC29632942|"20230714225441"|1|4|2|2|17|43|59311|36|3671|367104
JXPOP43898513|"20230701014701"|1|3|3|1|17|25|33598|36|3671|367105
JXEC66577021|"20230713212453"|2|1|2|1|4|67|73763|36|3674|367401
JXEC95257637|"20230728015517"|3|3|2|2|14|65|89139|36|3674|367402
JXEC92246682|"20230710133234"|1|1|3|1|7|13|42220|36|3674|367403
JXPOP81956524|"20230714193720"|3|4|3|1|11|59|71915|36|3674|367404
JXEC42138793|"20230710185515"|4|1|1||4|69|97355|36|3674|367405
JXEC47356858|"20230724095436"|4|3|3|1|14|45|55128|36|3675|367501
JXPOP59749944|"20230731073031"|5|2|3|1|1|44|43863|36|3675|367502
JXFD27291824|"20230725154653"|2|4|2|2|8|34|37357|36|3675|367503
JXFD58175918|"20230718174603"|2|5|3|1|5|35|51532|36|3675|367504
JXPOP13930125|"20230715190931"|5|4|1||18|72|93029|36|3675|367505
JXEC60578478|"20230731030227"|1|2|1||11|68|89506|36|3673|367301
JXFD99791876|"20230720164932"|5|4|1||5|61|80442|36|3673|367302
JXPOP66079863|"20230723163858"|1|5|1||10|35|27160|36|3673|367303
JXFD76787226|"20230723065430"|3|5|1||15|88|76258|36|3673|367304
JXPOP60304917|"20230712085023"|1|3|2|2|7|82|83683|36|3673|367305
JXPOP28075229|"20230702071230"|5|3|1||3|40|53516|35|3571|357101
JXFD71776141|"20230710113324"|3|2|1||2|3|13117|35|3571|357102
JXPOP19422380|"20230701170840"|3|2|2|2|3|78|93614|35|3571|357103
JXFD33661763|"20230730034000"|1|2|2|2|12|89|99486|35|3571|357104
JXFD64629098|"20230723231414"|3|5|1||20|13|50423|35|3571|357105
JXFD37899160|"20230730194840"|4|1|1||14|78|97201|32|3271|327101
JXEC61580962|"20230719060818"|3|3|1||19|89|75609|32|3271|327102
JXEC28298049|"20230706050740"|4|4|1||16|27|28114|32|3271|327103
JXEC68917203|"20230718171031"|1|3|3|1|19|96|81142|32|3271|327104
JXPOP82441793|"20230718222429"|1|2|1||20|17|45369|32|3271|327105
JXPOP97002004|"20230723100346"|3|2|1||4|36|40433|32|3236|323601
JXFD82442120|"20230725074827"|2|4|2|2|1|8|24126|32|3236|323602
JXFD52594165|"20230707151122"|2|5|1||16|87|93859|32|3236|323603
JXPOP37846097|"20230705192517"|5|3|3|1|7|13|48304|32|3236|323604
JXPOP22900048|"20230720033944"|3|4|2|1|7|92|97757|32|3236|323605
JXPOP54642865|"20230713082206"|5|5|3|1|4|62|76945|33|3371|337101
JXPOP00450334|"20230713214826"|5|3|3|1|15|15|50864|33|3371|337102
JXFD25427899|"20230711210036"|5|5|2|1|4|82|80989|33|3371|337103
JXFD78470938|"20230707173025"|3|4|3|2|3|65|99070|33|3371|337104
JXEC60925769|"20230709141711"|1|5|2|1|18|63|92654|33|3371|337105
JXPOP59393373|"20230707110031"|4|5|2|1|5|86|78314|33|3372|337201
JXEC15831080|"20230702100559"|3|4|3|2|2|60|72836|33|3372|337202
JXPOP82933375|"20230728053141"|5|5|3|1|3|65|88345|33|3372|337203
JXPOP99637518|"20230703130158"|4|4|2|1|18|54|84811|33|3372|337204
JXEC71585742|"20230731175534"|3|1|1||18|94|83613|33|3372|337205
JXPOP79235631|"20230703201008"|1|1|1||2|53|93548|34|3471|347101
JXFD88346485|"20230703172658"|4|2|3|1|15|99|83680|34|3471|347102
JXFD91497390|"20230702235300"|1|5|3|1|15|35|52370|34|3471|347103
JXEC23340182|"20230716230616"|5|2|3|2|16|20|44611|34|3471|347104
JXEC88490635|"20230714194943"|1|2|3|2|7|25|57270|34|3471|347105
JXEC24575769|"20230705000333"|2|1|2|2|4|75|86854|34|3475|347501
JXFD03319635|"20230712190930"|4|3|1||17|50|55880|34|3475|347502
JXEC72236513|"20230721063141"|2|5|2|1|13|6|25699|34|3475|347503
JXFD32733218|"20230728125250"|5|4|2|1|8|80|86112|34|3475|347504
JXPOP24515661|"20230723010424"|1|1|1||9|98|92465|34|3475|347505
JXFD05578761|"20230726201416"|4|5|1||12|10|22641|36|3601|360101
JXEC42088908|"20230709164749"|3|4|1||2|8|23811|36|3601|360102
JXFD66512027|"20230707075637"|1|5|2|2|17|66|78677|36|3601|360103
JXPOP59037443|"20230707004114"|2|2|3|1|6|85|99116|36|3601|360104
JXPOP61667089|"20230715184016"|2|3|2|1|15|26|58855|36|3601|360105
JXPOP08006610|"20230715093818"|4|1|2|1|8|70|88330|36|3604|360401
JXEC46469490|"20230729024932"|3|1|3|2|12|86|74219|36|3604|360402
JXEC38632557|"20230716031511"|4|4|3|1|16|97|70368|36|3604|360403
JXFD89358128|"20230712223938"|5|2|3|1|4|89|70942|36|3604|360404
JXPOP33222005|"20230730023227"|4|5|3|1|10|92|71079|36|3604|360405
JXEC82082028|"20230713085132"|1|1|3|2|3|60|71402|36|3671|367101
JXEC25087793|"20230703011124"|4|5|3|1|13|84|78264|36|3671|367102
JXFD24943857|"20230727202337"|1|5|3|2|20|26|56009|36|3671|367103
JXFD71941472|"20230719024659"|2|2|1||16|57|84747|36|3671|367104
JXEC72801428|"20230704174020"|3|3|1||2|77|83012|36|3671|367105
JXFD17960997|"20230708060423"|4|3|2|1|12|87|97810|36|3674|367401
JXFD22502887|"20230729021423"|5|3|1||6|19|57505|36|3674|367402
JXPOP25236318|"20230709190647"|5|5|2|1|14|59|73923|36|3674|367403
JXEC64826363|"20230704183940"|3|1|1||8|68|79126|36|3674|367404
JXEC29987411|"20230721170847"|2|5|1||16|91|79908|36|3674|367405
JXPOP13587465|"20230707191645"|3|5|3|1|16|55|86473|36|3675|367501
JXEC74207563|"20230716215904"|4|3|1||9|76|94144|36|3675|367502
JXFD89094713|"20230712042017"|5|4|3|2|19|37|49259|36|3675|367503
JXEC90487853|"20230711154755"|3|4|1||9|61|70757|36|3675|367504
JXPOP05050820|"20230729161720"|3|3|3|2|10|56|88625|36|3675|367505
JXPOP43296452|"20230720121444"|4|3|2|2|12|35|65370|36|3673|367301
JXPOP44310520|"20230715092722"|3|2|1||4|93|71429|36|3673|367302
JXFD82649674|"20230720071752"|1|1|1||16|16|55864|36|3673|367303
JXFD25666664|"20230720173220"|4|5|2|1|5|98|99777|36|3673|367304
JXPOP06058753|"20230707050452"|5|4|3|2|5|49|35915|36|3673|367305
JXPOP89151492|"20230731111835"|4|3|1||12|88|92816|35|3571|357101
JXEC27310075|"20230703111841"|1|2|3|1|3|41|30787|35|3571|357102
JXFD26889887|"20230730022316"|5|2|1||13|47|41022|35|3571|357103
JXFD61669524|"20230713171706"|5|1|2|1|10|22|32574|35|3571|357104
JXFD80914411|"20230729031952"|5|4|2|1|18|73|74913|35|3571|357105
JXPOP20922148|"20230712153336"|2|2|1||16|98|84351|32|3271|327101
JXFD45987310|"20230724204033"|1|5|2|2|12|41|53173|32|3271|327102
JXFD44483742|"20230727065417"|2|4|2|1|11|17|29367|32|3271|327103
JXPOP02529777|"20230713023300"|1|5|3|2|18|61|86932|32|3271|327104
JXEC46680244|"20230722015244"|5|4|2|2|5|13|61657|32|3271|327105
JXFD07888671|"20230709221602"|3|1|1||13|39|61229|32|3236|323601
JXFD39854742|"20230714195848"|5|3|1||8|25|34150|32|3236|323602
JXEC18462271|"20230701101356"|2|5|3|2|7|29|34840|32|3236|323603
JXEC33644277|"20230728053216"|4|1|2|1|1|15|52607|32|3236|323604
JXEC07509951|"20230706154520"|2|3|1||13|49|58254|32|3236|323605
JXFD18801174|"20230728081412"|3|3|3|2|18|59|80768|33|3371|337101
JXPOP55024425|"20230731224544"|1|2|1||1|63|95925|33|3371|337102
JXFD02585106|"20230706012121"|2|2|2|1|4|64|70253|33|3371|337103
JXFD72933252|"20230705174719"|1|1|3|2|7|42|32424|33|3371|337104
JXPOP10017289|"20230702121530"|3|1|2|1|8|40|28221|33|3371|337105
JXEC90751956|"20230711220756"|2|4|2|1|4|26|28798|33|3372|337201
JXEC88616582|"20230721150642"|5|5|3|2|10|55|94705|33|3372|337202
JXFD75420846|"20230702203121"|4|5|2|1|19|26|34961|33|3372|337203
JXFD70250649|"20230718120849"|2|3|3|1|13|10|20829|33|3372|337204
JXEC41059294|"20230713221403"|4|2|3|2|16|66|81655|33|3372|337205
JXFD31102968|"20230712094119"|3|2|3|2|7|14|43847|34|3471|347101
JXFD75990681|"20230719065253"|4|1|2|2|10|24|29591|34|3471|347102
JXPOP12873823|"20230727005654"|5|1|2|2|19|27|44371|34|3471|347103
JXPOP13572686|"20230723165901"|1|4|1||15|93|76519|34|3471|347104
JXEC75290750|"20230717004914"|3|3|1||12|35|60649|34|3471|347105
JXPOP54614583|"20230720042915"|4|3|3|1|15|13|33712|34|3475|347501
JXEC56663682|"20230715013057"|3|1|3|1|11|96|76390|34|3475|347502
JXFD05462463|"20230704043959"|3|5|3|2|7|88|98357|34|3475|347503
JXEC44396697|"20230703212335"|3|1|3|2|17|72|98741|34|3475|347504
JXPOP09494288|"20230720105244"|2|5|1||11|40|44492|34|3475|347505
JXFD62605777|"20230702162458"|4|2|1||20|8|20430|36|3601|360101
JXFD97215079|"20230709130940"|1|3|2|2|13|17|54616|36|3601|360102
JXPOP74271962|"20230712221029"|1|5|1||16|31|42378|36|3601|360103
JXEC34650258|"20230721220729"|5|2|1||19|60|78972|36|3601|360104
JXPOP54898638|"20230701103533"|2|2|2|2|8|27|49258|36|3601|360105
JXEC29575083|"20230705214850"|1|5|1||5|29|43466|36|3604|360401
JXPOP78698944|"20230714194106"|4|1|2|2|5|70|72897|36|3604|360402
JXFD29270630|"20230707103551"|5|3|2|1|5|30|28912|36|3604|360403
JXEC16228209|"20230705192340"|5|5|1||12|86|90503|36|3604|360404
JXPOP99717090|"20230704053407"|3|4|1||15|51|88134|36|3604|360405
JXEC08393178|"20230708104312"|3|2|3|1|18|9|13970|36|3671|367101
JXPOP45890013|"20230711044829"|1|2|1||4|23|64336|36|3671|367102
JXEC03048799|"20230704052142"|2|4|3|1|6|86|86093|36|3671|367103
JXPOP86419652|"20230702033425"|2|2|3|2|7|13|44711|36|3671|367104
JXPOP19581232|"20230726050827"|3|5|2|2|11|67|82138|36|3671|367105
JXFD54618590|"20230711174930"|4|2|1||20|98|93685|36|3674|367401
JXPOP95374096|"20230703221728"|1|5|1||9|57|97457|36|3674|367402
JXEC32386187|"20230701140056"|3|5|3|2|10|30|53721|36|3674|367403
JXEC38920425|"20230716111628"|2|5|1||1|84|92022|36|3674|367404
JXFD80977899|"20230705230251"|5|4|2|1|20|13|33910|36|3674|367405
JXPOP21839712|"20230712124043"|5|2|1||20|39|38092|36|3675|367501
JXFD76980792|"20230716020721"|5|4|2|2|1|12|65306|36|3675|367502
JXFD55248905|"20230725052910"|2|1|2|1|4|19|48220|36|3675|367503
JXEC42782658|"20230709174516"|3|3|2|1|19|2|19979|36|3675|367504
JXEC89805834|"20230719072857"|3|5|3|2|19|87|70683|36|3675|367505
JXFD17612789|"20230722090902"|5|1|3|2|1|51|74847|36|3673|367301
JXEC74121784|"20230708234602"|5|5|1||13|49|58966|36|3673|367302
JXEC93096733|"20230731004609"|5|3|3|1|11|43|48997|36|3673|367303
JXFD63773843|"20230723160751"|2|2|2|2|5|93|99833|36|3673|367304
JXPOP02638351|"20230730161539"|4|3|2|2|17|5|20054|36|3673|367305
JXFD89632012|"20230710224929"|3|3|2|2|14|11|56474|35|3571|357101
JXFD57821079|"20230729001255"|5|4|3|1|1|53|90045|35|3571|357102
JXPOP47894536|"20230709034603"|1|2|3|2|1|37|29875|35|3571|357103
JXEC11432187|"20230717012106"|5|5|1||5|74|75886|35|3571|357104
JXPOP69938138|"20230702084315"|5|5|1||2|52|86476|35|3571|357105
JXEC30484945|"20230712214903"|4|2|1||15|4|17930|32|3271|327101
JXPOP94723104|"20230711063312"|3|2|3|2|7|51|84963|32|3271|327102
JXEC76559446|"20230731153856"|1|5|2|1|14|92|82776|32|3271|327103
JXFD86619486|"20230712121804"|1|2|1||2|45|49520|32|3271|327104
JXFD72324563|"20230704063935"|1|4|3|2|7|58|86037|32|3271|327105
JXPOP08354329|"20230701123149"|5|4|1||4|71|86866|32|3236|323601
JXFD41900996|"20230704235945"|3|4|3|1|11|98|79385|32|3236|323602
JXPOP18470214|"20230713031118"|1|5|2|2|12|16|53786|32|3236|323603
JXEC20247702|"20230707002115"|3|3|3|1|16|65|96084|32|3236|323604
JXEC86624732|"20230710034336"|3|4|1||2|71|98787|32|3236|323605
JXEC33761446|"20230711111405"|2|4|1||9|56|98502|33|3371|337101
JXPOP63111311|"20230710210728"|5|3|3|2|5|42|56035|33|3371|337102
JXEC21215180|"20230702134732"|2|1|3|1|12|81|72197|33|3371|337103
JXEC76370828|"20230717020740"|3|4|2|2|7|33|52248|33|3371|337104
JXFD66038417|"20230717052530"|5|5|2|2|11|96|89735|33|3371|337105
JXFD21076498|"20230720131916"|2|5|2|2|2|25|29316|33|3372|337201
JXPOP30928892|"20230705204236"|4|4|2|1|8|72|86434|33|3372|337202
JXEC76307811|"20230726055116"|5|1|1||9|94|98879|33|3372|337203
JXEC15304258|"20230729144351"|2|5|3|2|1|61|92332|33|3372|337204
JXPOP48685236|"20230724125804"|2|3|1||7|98|83777|33|3372|337205
JXPOP76963907|"20230723052931"|1|5|2|1|5|49|51068|34|3471|347101
JXPOP10693586|"20230715091938"|1|5|1||12|97|74862|34|3471|347102
JXPOP90379735|"20230702102828"|4|1|2|1|3|5|20976|34|3471|347103
JXFD99884029|"20230726054841"|1|4|1||16|38|53131|34|3471|347104
JXEC74393744|"20230724185651"|1|3|1||4|76|97567|34|3471|347105
JXFD18178360|"20230705030757"|3|1|1||1|87|70309|34|3475|347501
JXFD54587126|"20230718111213"|4|4|3|2|7|48|52507|34|3475|347502
JXEC62540791|"20230706022735"|3|2|3|1|8|50|34637|34|3475|347503
JXFD51324956|"20230708082052"|5|1|2|2|13|83|81709|34|3475|347504
JXPOP63309495|"20230726044217"|1|5|2|2|18|88|76371|34|3475|347505
JXFD66353314|"20230707045427"|4|2|1||11|82|81263|36|3601|360101
JXEC85744934|"20230727071146"|5|5|3|2|7|26|57014|36|3601|360102
JXFD97411487|"20230704001619"|1|3|3|1|11|82|80886|36|3601|360103
JXPOP92551729|"20230715120332"|3|3|3|1|20|81|75796|36|3601|360104
JXFD07153916|"20230719070258"|1|4|3|1|7|2|24725|36|3601|360105
JXEC37348746|"20230714041829"|4|5|3|1|10|96|93226|36|3604|360401
JXEC24348476|"20230717091833"|1|1|3|2|13|92|82645|36|3604|360402
JXFD19652192|"20230710102414"|5|5|2|1|5|100|71319|36|3604|360403
